"date,channel,currency,row_spend,impressions,clicks,conversions,revenue,clean_data,adspend_usd"
"2025.01.03,instagram,EUR,2791,864,16,2,84,2025-01-03,3033.695652173913"
"2025.01.03,instagram,EUR,2415,114,27,3,156,2025-01-03,2625.0"
"2025/01/04,facebook ads,INR,2724,299,22,3,165,2025-01-04,32.81927710843374"
"2025.01.03,facebook ads,INR,2214,104,14,0,0,2025-01-03,26.674698795180724"
"2025/01/01,instagram,INR,203,648,27,4,212,2025-01-01,2.4457831325301207"
"05-jan-2025,facebook ads,EUR,279,427,12,4,220,2025-01-05,303.2608695652174"
"01/02/2025,linkedin ads,INR,1652,769,11,1,47,2025-01-02,19.903614457831324"
"2025/01/04,Google ads,INR,2897,759,15,4,220,2025-01-04,34.903614457831324"
"05-jan-2025,linkedin ads,USD,899,121,23,4,160,2025-01-05,"
"2025.01.03,linkedin ads,EUR,1392,970,17,1,56,2025-01-03,1513.0434782608695"
"01/02/2025,Google ads,EUR,2668,160,26,4,196,2025-01-02,2900.0"
"05-jan-2025,linkedin ads,EUR,2908,397,15,4,212,2025-01-05,3160.869565217391"
"2025/01/01,instagram,EUR,2166,291,11,4,200,2025-01-01,2354.3478260869565"
"05-jan-2025,Google ads,INR,2444,490,25,4,196,2025-01-05,29.44578313253012"
"2025/01/04,instagram,EUR,658,213,15,2,102,2025-01-04,715.2173913043478"
"2025/01/04,facebook ads,EUR,2119,958,12,3,138,2025-01-04,2303.2608695652175"
"05-jan-2025,Google ads,EUR,984,988,20,3,177,2025-01-05,1069.5652173913043"
"2025.01.03,linkedin ads,INR,1465,607,24,4,176,2025-01-03,17.650602409638555"
"2025/01/01,instagram,EUR,2226,162,28,4,172,2025-01-01,2419.565217391304"
"2025.01.03,linkedin ads,EUR,1807,590,18,2,80,2025-01-03,1964.1304347826085"
"2025/01/01,instagram,EUR,1846,229,16,3,141,2025-01-01,2006.5217391304348"
"05-jan-2025,instagram,USD,642,986,27,3,126,2025-01-05,"
"2025/01/04,instagram,INR,1346,407,13,0,0,2025-01-04,16.216867469879517"
"01/02/2025,instagram,INR,592,981,13,3,126,2025-01-02,7.132530120481928"
"2025/01/04,instagram,INR,609,544,17,1,47,2025-01-04,7.337349397590361"
"2025/01/01,Google ads,USD,2034,483,20,4,212,2025-01-01,"
"05-jan-2025,instagram,USD,692,468,11,2,94,2025-01-05,"
"01/02/2025,instagram,EUR,2298,256,25,5,290,2025-01-02,2497.8260869565215"
"2025/01/04,instagram,INR,1271,544,22,4,188,2025-01-04,15.313253012048193"
"01/02/2025,instagram,INR,1779,245,10,2,100,2025-01-02,21.433734939759034"
"2025.01.03,facebook ads,USD,1529,405,19,0,0,2025-01-03,"
"2025/01/01,instagram,USD,1944,352,15,1,41,2025-01-01,"
"01/02/2025,instagram,USD,1272,455,21,1,56,2025-01-02,"
"2025/01/04,facebook ads,INR,447,238,11,4,192,2025-01-04,5.385542168674699"
"2025/01/01,linkedin ads,EUR,2250,927,20,4,232,2025-01-01,2445.6521739130435"
"05-jan-2025,instagram,INR,2750,487,22,4,216,2025-01-05,33.13253012048193"
"2025.01.03,facebook ads,EUR,2448,156,27,2,112,2025-01-03,2660.869565217391"
"2025.01.03,Google ads,USD,2859,338,23,1,59,2025-01-03,"
"05-jan-2025,Google ads,INR,701,885,14,2,94,2025-01-05,8.44578313253012"
"2025/01/01,instagram,EUR,1943,721,13,0,0,2025-01-01,2111.9565217391305"
"2025/01/04,instagram,EUR,2959,732,22,5,260,2025-01-04,3216.304347826087"
"05-jan-2025,instagram,INR,1248,133,17,4,204,2025-01-05,15.036144578313253"
"2025.01.03,instagram,INR,2362,998,20,1,51,2025-01-03,28.457831325301203"
"2025.01.03,instagram,USD,2883,156,24,5,205,2025-01-03,"
"05-jan-2025,linkedin ads,USD,1416,710,19,1,50,2025-01-05,"
"2025.01.03,instagram,USD,1753,777,14,1,43,2025-01-03,"
"2025.01.03,Google ads,INR,1630,158,11,0,0,2025-01-03,19.63855421686747"
"2025/01/01,facebook ads,INR,2311,446,20,3,123,2025-01-01,27.843373493975903"
"2025/01/04,facebook ads,EUR,2968,160,13,3,132,2025-01-04,3226.086956521739"
"01/02/2025,instagram,INR,816,769,29,4,200,2025-01-02,9.831325301204819"
"01/02/2025,instagram,USD,2596,800,16,3,147,2025-01-02,"
"01/02/2025,instagram,EUR,880,598,26,3,123,2025-01-02,956.5217391304348"
"2025/01/04,Google ads,EUR,958,685,17,2,114,2025-01-04,1041.304347826087"
"2025.01.03,Google ads,EUR,1189,728,18,1,48,2025-01-03,1292.391304347826"
"2025/01/01,facebook ads,EUR,1206,138,29,3,150,2025-01-01,1310.8695652173913"
"2025/01/01,instagram,INR,1514,817,16,3,165,2025-01-01,18.240963855421686"
"01/02/2025,Google ads,INR,2704,659,16,2,102,2025-01-02,32.57831325301205"
"2025/01/01,facebook ads,USD,855,671,25,4,180,2025-01-01,"
"2025/01/04,facebook ads,INR,2376,919,26,2,116,2025-01-04,28.626506024096386"
"2025.01.03,instagram,INR,335,856,16,3,162,2025-01-03,4.036144578313253"
"2025.01.03,Google ads,USD,219,765,27,2,110,2025-01-03,"
"2025/01/01,facebook ads,EUR,923,214,14,3,162,2025-01-01,1003.2608695652174"
"2025/01/01,instagram,USD,2689,332,18,1,42,2025-01-01,"
"2025/01/04,linkedin ads,USD,2783,204,14,3,147,2025-01-04,"
"2025/01/04,instagram,INR,949,328,16,2,84,2025-01-04,11.433734939759036"
"01/02/2025,instagram,USD,2995,903,27,3,165,2025-01-02,"
"2025.01.03,linkedin ads,INR,2291,802,14,1,50,2025-01-03,27.602409638554217"
"2025.01.03,linkedin ads,INR,1123,863,17,1,56,2025-01-03,13.53012048192771"
"01/02/2025,facebook ads,EUR,2751,287,11,4,204,2025-01-02,2990.2173913043475"
"01/02/2025,linkedin ads,USD,323,532,22,3,144,2025-01-02,"
"01/02/2025,Google ads,USD,1707,301,16,1,40,2025-01-02,"
"05-jan-2025,Google ads,USD,1626,315,21,1,46,2025-01-05,"
"01/02/2025,instagram,USD,2269,715,26,5,290,2025-01-02,"
"2025.01.03,instagram,EUR,2032,787,20,4,216,2025-01-03,2208.695652173913"
"01/02/2025,linkedin ads,INR,529,419,23,2,106,2025-01-02,6.373493975903615"
"05-jan-2025,facebook ads,INR,2954,967,26,3,162,2025-01-05,35.59036144578313"
"01/02/2025,Google ads,INR,1006,317,12,1,50,2025-01-02,12.120481927710843"
"01/02/2025,Google ads,USD,394,954,21,2,82,2025-01-02,"
"05-jan-2025,facebook ads,INR,1195,364,27,3,153,2025-01-05,14.397590361445783"
"2025/01/04,Google ads,INR,659,886,15,1,46,2025-01-04,7.9397590361445785"
"05-jan-2025,facebook ads,USD,232,276,14,0,0,2025-01-05,"
"01/02/2025,instagram,INR,1616,519,21,5,270,2025-01-02,19.46987951807229"
"2025/01/04,facebook ads,EUR,2986,628,23,3,162,2025-01-04,3245.6521739130435"
"01/02/2025,linkedin ads,USD,2807,386,17,3,126,2025-01-02,"
"2025.01.03,linkedin ads,USD,1369,434,20,1,58,2025-01-03,"
"05-jan-2025,instagram,USD,668,896,27,5,295,2025-01-05,"
"2025/01/01,facebook ads,EUR,1018,214,26,1,44,2025-01-01,1106.5217391304348"
"2025/01/04,facebook ads,EUR,2215,631,10,3,147,2025-01-04,2407.608695652174"
"2025/01/01,Google ads,INR,2442,499,24,0,0,2025-01-01,29.42168674698795"
"2025/01/04,Google ads,EUR,984,100,26,0,0,2025-01-04,1069.5652173913043"
"05-jan-2025,linkedin ads,INR,2570,768,17,0,0,2025-01-05,30.96385542168675"
"05-jan-2025,instagram,EUR,2714,984,23,1,49,2025-01-05,2950.0"
"2025/01/04,Google ads,INR,966,946,19,3,159,2025-01-04,11.63855421686747"
"2025/01/01,facebook ads,EUR,1763,133,15,1,51,2025-01-01,1916.3043478260868"
"2025/01/04,linkedin ads,EUR,2113,156,13,0,0,2025-01-04,2296.7391304347825"
"2025/01/01,instagram,INR,2363,491,15,3,171,2025-01-01,28.46987951807229"
"05-jan-2025,Google ads,INR,2120,381,27,1,56,2025-01-05,25.542168674698797"
"01/02/2025,linkedin ads,EUR,2165,990,29,4,228,2025-01-02,2353.2608695652175"
"01/02/2025,instagram,EUR,1911,110,21,5,275,2025-01-02,2077.173913043478"
"2025/01/01,linkedin ads,INR,559,719,26,4,204,2025-01-01,6.734939759036145"
"2025.01.03,Google ads,INR,2954,859,28,3,141,2025-01-03,35.59036144578313"
"01/02/2025,Google ads,INR,478,453,20,1,51,2025-01-02,5.759036144578313"
"2025/01/04,facebook ads,EUR,1472,858,29,1,57,2025-01-04,1600.0"
"05-jan-2025,Google ads,USD,1817,676,20,0,0,2025-01-05,"
"2025/01/01,instagram,USD,2245,767,18,3,132,2025-01-01,"
"2025/01/01,Google ads,USD,2188,713,23,3,126,2025-01-01,"
"2025/01/04,instagram,EUR,1477,643,16,2,82,2025-01-04,1605.4347826086955"
"2025.01.03,instagram,INR,690,892,21,5,290,2025-01-03,8.313253012048193"
"01/02/2025,linkedin ads,EUR,783,672,28,3,168,2025-01-02,851.0869565217391"
"2025/01/01,instagram,INR,801,725,26,5,290,2025-01-01,9.650602409638553"
"2025/01/01,Google ads,EUR,1391,813,14,4,204,2025-01-01,1511.9565217391303"
"2025.01.03,facebook ads,EUR,2548,473,26,0,0,2025-01-03,2769.565217391304"
"2025.01.03,Google ads,USD,1555,263,17,4,220,2025-01-03,"
"2025.01.03,linkedin ads,INR,2295,768,16,0,0,2025-01-03,27.650602409638555"
"2025/01/04,Google ads,EUR,2261,848,15,4,188,2025-01-04,2457.608695652174"
"2025/01/01,instagram,USD,2341,490,29,5,295,2025-01-01,"
"05-jan-2025,instagram,EUR,1898,379,29,2,90,2025-01-05,2063.0434782608695"
"2025/01/04,instagram,INR,1304,897,11,0,0,2025-01-04,15.710843373493976"
"01/02/2025,linkedin ads,EUR,2776,229,20,3,156,2025-01-02,3017.391304347826"
"01/02/2025,Google ads,EUR,2048,697,28,4,232,2025-01-02,2226.086956521739"
"2025/01/01,instagram,USD,1829,909,23,4,188,2025-01-01,"
"2025.01.03,linkedin ads,INR,2797,495,24,1,56,2025-01-03,33.69879518072289"
"05-jan-2025,instagram,INR,1464,678,26,3,129,2025-01-05,17.63855421686747"
"2025.01.03,linkedin ads,USD,1556,996,11,2,96,2025-01-03,"
"2025/01/04,linkedin ads,INR,1911,796,18,0,0,2025-01-04,23.02409638554217"
"2025/01/04,instagram,INR,1801,646,16,2,82,2025-01-04,21.698795180722893"
"2025/01/04,facebook ads,EUR,1836,229,16,4,216,2025-01-04,1995.6521739130435"
"2025/01/04,Google ads,USD,2354,954,13,0,0,2025-01-04,"
"2025.01.03,linkedin ads,INR,1369,195,24,0,0,2025-01-03,16.49397590361446"
"05-jan-2025,facebook ads,INR,1610,407,26,4,220,2025-01-05,19.397590361445783"
"2025.01.03,instagram,INR,200,478,24,4,164,2025-01-03,2.4096385542168677"
"01/02/2025,Google ads,INR,654,406,25,3,159,2025-01-02,7.879518072289157"
"05-jan-2025,facebook ads,INR,2152,415,19,1,42,2025-01-05,25.927710843373493"
"2025/01/01,linkedin ads,INR,2943,691,24,3,168,2025-01-01,35.45783132530121"
"01/02/2025,facebook ads,EUR,1131,352,22,2,82,2025-01-02,1229.3478260869565"
"01/02/2025,instagram,EUR,459,149,23,4,192,2025-01-02,498.9130434782609"
"05-jan-2025,instagram,INR,966,463,27,4,212,2025-01-05,11.63855421686747"
"05-jan-2025,instagram,INR,389,133,18,4,168,2025-01-05,4.686746987951807"
"2025/01/04,Google ads,INR,1874,654,29,4,216,2025-01-04,22.57831325301205"
"01/02/2025,Google ads,EUR,2174,711,24,0,0,2025-01-02,2363.0434782608695"
"2025.01.03,Google ads,USD,2050,617,16,4,200,2025-01-03,"
"2025.01.03,instagram,USD,2107,121,22,2,102,2025-01-03,"
"01/02/2025,Google ads,INR,2120,653,23,4,188,2025-01-02,25.542168674698797"
"2025/01/04,facebook ads,EUR,207,111,22,2,92,2025-01-04,225.0"
"2025/01/01,Google ads,USD,2425,904,12,0,0,2025-01-01,"
"01/02/2025,linkedin ads,USD,1848,765,23,0,0,2025-01-02,"
"01/02/2025,facebook ads,EUR,2414,764,10,1,57,2025-01-02,2623.9130434782605"
"2025/01/04,instagram,EUR,271,374,28,4,176,2025-01-04,294.5652173913043"
"2025.01.03,instagram,EUR,1454,258,13,1,49,2025-01-03,1580.4347826086955"
"2025.01.03,instagram,USD,2953,611,25,3,165,2025-01-03,"
"01/02/2025,instagram,USD,2220,652,28,2,106,2025-01-02,"
"2025/01/04,linkedin ads,INR,838,852,12,3,165,2025-01-04,10.096385542168674"
"2025.01.03,facebook ads,EUR,2910,151,18,1,55,2025-01-03,3163.0434782608695"
"05-jan-2025,Google ads,INR,2943,374,21,0,0,2025-01-05,35.45783132530121"
"2025/01/01,instagram,INR,535,703,17,3,177,2025-01-01,6.445783132530121"
"01/02/2025,facebook ads,EUR,1205,212,10,4,168,2025-01-02,1309.782608695652"
"2025/01/01,Google ads,EUR,2829,425,22,3,174,2025-01-01,3075.0"
"2025/01/04,instagram,INR,1248,687,25,4,192,2025-01-04,15.036144578313253"
"05-jan-2025,linkedin ads,INR,1023,863,29,1,52,2025-01-05,12.325301204819278"
"2025/01/04,Google ads,EUR,2800,827,20,3,156,2025-01-04,3043.478260869565"
"2025.01.03,Google ads,INR,1729,345,22,2,104,2025-01-03,20.83132530120482"
"2025.01.03,instagram,EUR,670,580,22,3,162,2025-01-03,728.2608695652174"
"01/02/2025,linkedin ads,EUR,1835,886,23,2,90,2025-01-02,1994.5652173913043"
"05-jan-2025,instagram,INR,330,970,26,2,102,2025-01-05,3.9759036144578315"
"2025/01/01,Google ads,USD,2637,749,12,4,220,2025-01-01,"
"2025/01/04,Google ads,EUR,2476,101,23,2,94,2025-01-04,2691.304347826087"
"2025/01/04,Google ads,EUR,1581,632,10,1,45,2025-01-04,1718.4782608695652"
"2025/01/01,Google ads,INR,533,422,20,0,0,2025-01-01,6.421686746987952"
"05-jan-2025,instagram,EUR,2104,510,29,3,138,2025-01-05,2286.9565217391305"
"2025/01/01,instagram,USD,2605,123,27,3,141,2025-01-01,"
"01/02/2025,instagram,EUR,1982,691,17,1,46,2025-01-02,2154.3478260869565"
"2025/01/04,Google ads,EUR,2906,770,28,4,184,2025-01-04,3158.695652173913"
"01/02/2025,linkedin ads,USD,1720,570,26,2,118,2025-01-02,"
"05-jan-2025,linkedin ads,INR,2306,215,16,1,45,2025-01-05,27.783132530120483"
"2025/01/01,linkedin ads,INR,2828,907,24,3,141,2025-01-01,34.0722891566265"
"05-jan-2025,facebook ads,USD,2085,673,26,4,176,2025-01-05,"
"2025/01/04,linkedin ads,INR,2754,366,28,1,48,2025-01-04,33.18072289156626"
"2025/01/04,facebook ads,INR,414,674,15,0,0,2025-01-04,4.9879518072289155"
"01/02/2025,Google ads,EUR,1274,440,28,2,116,2025-01-02,1384.782608695652"
"2025/01/04,Google ads,INR,633,232,11,4,172,2025-01-04,7.626506024096385"
"05-jan-2025,Google ads,USD,857,410,18,2,106,2025-01-05,"
"05-jan-2025,Google ads,EUR,1949,990,24,2,100,2025-01-05,2118.478260869565"
"2025/01/01,Google ads,INR,1496,850,26,0,0,2025-01-01,18.02409638554217"
"2025.01.03,Google ads,EUR,2490,891,29,4,160,2025-01-03,2706.5217391304345"
"05-jan-2025,Google ads,USD,2459,761,22,2,102,2025-01-05,"
"2025/01/01,facebook ads,INR,1994,827,12,1,57,2025-01-01,24.02409638554217"
"01/02/2025,linkedin ads,USD,1858,293,26,3,177,2025-01-02,"
"2025/01/04,instagram,INR,2721,834,16,4,192,2025-01-04,32.78313253012048"
"2025.01.03,Google ads,INR,710,854,26,1,44,2025-01-03,8.55421686746988"
"2025.01.03,Google ads,USD,759,782,12,2,112,2025-01-03,"
"2025/01/04,Google ads,EUR,1938,532,22,4,228,2025-01-04,2106.5217391304345"
"2025.01.03,instagram,EUR,277,655,15,4,196,2025-01-03,301.0869565217391"
"01/02/2025,facebook ads,EUR,1106,355,14,1,43,2025-01-02,1202.1739130434783"
"01/02/2025,instagram,EUR,2709,463,19,3,156,2025-01-02,2944.565217391304"
"2025/01/01,linkedin ads,USD,2592,738,25,0,0,2025-01-01,"
"01/02/2025,facebook ads,USD,1126,729,29,2,84,2025-01-02,"
"05-jan-2025,instagram,INR,656,115,29,1,53,2025-01-05,7.903614457831325"
"2025/01/01,linkedin ads,EUR,2720,337,11,4,164,2025-01-01,2956.5217391304345"
"2025/01/04,Google ads,EUR,1345,934,13,1,51,2025-01-04,1461.9565217391303"
"01/02/2025,linkedin ads,USD,1668,584,29,3,168,2025-01-02,"
"2025.01.03,instagram,USD,1518,772,11,4,200,2025-01-03,"
"05-jan-2025,linkedin ads,USD,2060,656,26,4,212,2025-01-05,"
"2025.01.03,linkedin ads,EUR,2527,920,28,3,177,2025-01-03,2746.7391304347825"
"2025.01.03,instagram,INR,236,318,21,3,138,2025-01-03,2.8433734939759034"
"01/02/2025,linkedin ads,USD,2063,336,22,0,0,2025-01-02,"
"01/02/2025,Google ads,INR,902,213,12,0,0,2025-01-02,10.867469879518072"
"2025.01.03,instagram,INR,1647,998,27,4,204,2025-01-03,19.843373493975903"
"2025.01.03,facebook ads,INR,2163,917,23,4,208,2025-01-03,26.06024096385542"
"05-jan-2025,instagram,INR,2300,522,22,1,51,2025-01-05,27.710843373493976"
"01/02/2025,Google ads,USD,1169,574,23,3,153,2025-01-02,"
"2025.01.03,Google ads,INR,762,995,16,0,0,2025-01-03,9.180722891566266"
"2025.01.03,Google ads,INR,328,756,24,4,160,2025-01-03,3.9518072289156625"
"2025.01.03,instagram,EUR,1792,980,12,0,0,2025-01-03,1947.8260869565217"
"05-jan-2025,linkedin ads,INR,2539,813,19,4,212,2025-01-05,30.59036144578313"
"2025/01/04,Google ads,EUR,2515,768,23,2,104,2025-01-04,2733.695652173913"
"2025/01/04,facebook ads,EUR,937,304,14,3,177,2025-01-04,1018.4782608695651"
"2025/01/04,facebook ads,USD,2053,468,17,3,129,2025-01-04,"
"01/02/2025,facebook ads,EUR,1263,780,11,2,102,2025-01-02,1372.8260869565217"
"2025/01/04,instagram,INR,2970,804,25,1,42,2025-01-04,35.78313253012048"
"2025.01.03,facebook ads,USD,2383,803,26,3,126,2025-01-03,"
"2025/01/04,facebook ads,INR,1349,453,19,1,46,2025-01-04,16.253012048192772"
"2025/01/04,facebook ads,INR,1950,228,13,3,156,2025-01-04,23.49397590361446"
"05-jan-2025,Google ads,USD,392,118,16,2,108,2025-01-05,"
"2025/01/04,linkedin ads,INR,2266,342,18,3,129,2025-01-04,27.301204819277107"
"2025/01/01,instagram,EUR,300,851,18,0,0,2025-01-01,326.0869565217391"
"2025.01.03,facebook ads,USD,1544,709,14,2,82,2025-01-03,"
"2025/01/04,Google ads,USD,243,361,13,3,171,2025-01-04,"
"2025.01.03,facebook ads,INR,897,148,17,2,100,2025-01-03,10.80722891566265"
"2025/01/04,linkedin ads,INR,2756,919,11,1,59,2025-01-04,33.204819277108435"
"05-jan-2025,instagram,INR,2635,695,16,1,57,2025-01-05,31.746987951807228"
"2025.01.03,instagram,EUR,594,527,20,2,84,2025-01-03,645.6521739130435"
"05-jan-2025,Google ads,USD,1314,375,10,1,46,2025-01-05,"
"2025/01/04,facebook ads,USD,637,874,20,0,0,2025-01-04,"
"05-jan-2025,facebook ads,EUR,246,122,24,0,0,2025-01-05,267.39130434782606"
"2025/01/01,facebook ads,EUR,2232,499,27,2,82,2025-01-01,2426.086956521739"
"2025/01/04,Google ads,EUR,1644,929,22,4,212,2025-01-04,1786.9565217391303"
"2025/01/04,linkedin ads,INR,2039,147,29,2,106,2025-01-04,24.566265060240966"
"2025/01/04,linkedin ads,EUR,2129,570,20,3,162,2025-01-04,2314.1304347826085"
"05-jan-2025,Google ads,INR,1655,477,29,3,126,2025-01-05,19.93975903614458"
"2025/01/04,linkedin ads,EUR,2393,536,27,3,165,2025-01-04,2601.086956521739"
"2025/01/04,instagram,INR,2463,962,18,0,0,2025-01-04,29.674698795180724"
"05-jan-2025,facebook ads,INR,2718,380,18,4,208,2025-01-05,32.74698795180723"
"2025/01/01,facebook ads,INR,1905,733,24,2,86,2025-01-01,22.951807228915662"
"2025.01.03,facebook ads,EUR,1429,337,19,3,144,2025-01-03,1553.2608695652173"
"05-jan-2025,Google ads,USD,307,445,21,4,220,2025-01-05,"
"2025/01/01,instagram,USD,1067,574,15,3,123,2025-01-01,"
"2025/01/04,instagram,USD,912,347,17,2,114,2025-01-04,"
"01/02/2025,instagram,INR,2909,169,28,3,123,2025-01-02,35.04819277108434"
"01/02/2025,linkedin ads,INR,2530,161,27,0,0,2025-01-02,30.481927710843372"
"2025/01/04,Google ads,INR,2832,864,19,2,114,2025-01-04,34.12048192771084"
"2025/01/01,facebook ads,EUR,1139,960,24,4,176,2025-01-01,1238.0434782608695"
"2025/01/01,instagram,EUR,2691,268,19,3,177,2025-01-01,2925.0"
"2025/01/01,instagram,USD,1119,208,11,0,0,2025-01-01,"
"2025/01/01,facebook ads,EUR,1793,491,20,1,50,2025-01-01,1948.9130434782608"
"2025.01.03,instagram,USD,2266,605,10,4,164,2025-01-03,"
"05-jan-2025,facebook ads,USD,2473,237,28,2,104,2025-01-05,"
"2025.01.03,instagram,INR,1398,730,21,4,168,2025-01-03,16.843373493975903"
"2025/01/01,linkedin ads,USD,2720,409,16,0,0,2025-01-01,"
"2025.01.03,linkedin ads,USD,994,341,21,2,104,2025-01-03,"
"2025/01/01,facebook ads,INR,1916,605,22,4,176,2025-01-01,23.08433734939759"
"05-jan-2025,Google ads,EUR,1835,952,12,1,46,2025-01-05,1994.5652173913043"
"2025/01/01,instagram,USD,2785,308,27,3,168,2025-01-01,"
"2025/01/04,instagram,EUR,1462,760,16,2,100,2025-01-04,1589.1304347826085"
"2025/01/04,linkedin ads,EUR,782,754,20,3,150,2025-01-04,850.0"
"2025.01.03,Google ads,EUR,2361,720,14,0,0,2025-01-03,2566.304347826087"
"01/02/2025,linkedin ads,EUR,1287,553,27,1,50,2025-01-02,1398.9130434782608"
"2025/01/01,facebook ads,INR,2657,265,14,1,51,2025-01-01,32.01204819277108"
"2025/01/04,linkedin ads,USD,2293,696,16,3,150,2025-01-04,"
"01/02/2025,linkedin ads,USD,2528,141,15,2,96,2025-01-02,"
"05-jan-2025,facebook ads,USD,1849,652,17,0,0,2025-01-05,"
"2025.01.03,facebook ads,USD,425,552,24,2,90,2025-01-03,"
"2025/01/04,linkedin ads,USD,995,715,12,2,102,2025-01-04,"
"2025/01/01,linkedin ads,EUR,713,871,14,0,0,2025-01-01,775.0"
"05-jan-2025,linkedin ads,USD,879,114,22,0,0,2025-01-05,"
"05-jan-2025,facebook ads,INR,1319,623,15,3,150,2025-01-05,15.891566265060241"
"2025/01/01,Google ads,USD,264,197,20,4,228,2025-01-01,"
"2025.01.03,linkedin ads,USD,2950,518,10,0,0,2025-01-03,"
"2025/01/04,facebook ads,EUR,1067,494,14,2,110,2025-01-04,1159.782608695652"
"2025/01/01,instagram,INR,2255,243,24,5,240,2025-01-01,27.16867469879518"
"2025.01.03,facebook ads,INR,940,998,25,4,176,2025-01-03,11.325301204819278"
"01/02/2025,Google ads,INR,1493,753,18,4,224,2025-01-02,17.987951807228917"
"05-jan-2025,facebook ads,USD,1744,291,29,4,212,2025-01-05,"
"01/02/2025,facebook ads,EUR,2789,724,13,1,54,2025-01-02,3031.5217391304345"
"05-jan-2025,Google ads,INR,2764,851,16,3,144,2025-01-05,33.30120481927711"
"01/02/2025,Google ads,EUR,616,667,15,3,153,2025-01-02,669.5652173913044"
"2025.01.03,Google ads,USD,1535,796,22,2,114,2025-01-03,"
"2025/01/04,Google ads,INR,999,598,10,4,228,2025-01-04,12.036144578313253"
"2025/01/04,facebook ads,INR,2006,460,29,1,55,2025-01-04,24.16867469879518"
"05-jan-2025,Google ads,INR,2632,434,25,4,192,2025-01-05,31.710843373493976"
"2025/01/01,Google ads,INR,1878,816,28,3,120,2025-01-01,22.626506024096386"
"2025/01/04,linkedin ads,INR,228,337,12,3,138,2025-01-04,2.746987951807229"
"2025/01/04,facebook ads,USD,2020,191,18,0,0,2025-01-04,"
"05-jan-2025,Google ads,EUR,2381,559,20,3,174,2025-01-05,2588.0434782608695"
"01/02/2025,instagram,USD,202,800,10,1,55,2025-01-02,"
"2025/01/01,Google ads,EUR,1604,649,20,2,90,2025-01-01,1743.4782608695652"
"2025/01/04,linkedin ads,EUR,1100,350,10,2,114,2025-01-04,1195.6521739130435"
"2025/01/01,instagram,EUR,1859,702,22,3,126,2025-01-01,2020.6521739130435"
"01/02/2025,facebook ads,USD,349,352,18,4,216,2025-01-02,"
"2025/01/04,facebook ads,INR,1293,324,20,0,0,2025-01-04,15.578313253012048"
"2025/01/01,linkedin ads,INR,644,964,28,2,82,2025-01-01,7.759036144578313"
"2025/01/01,facebook ads,USD,1979,375,29,2,106,2025-01-01,"
"2025.01.03,instagram,USD,321,226,16,2,104,2025-01-03,"
"2025.01.03,linkedin ads,INR,843,803,22,4,224,2025-01-03,10.156626506024097"
"2025.01.03,instagram,USD,2899,901,26,4,164,2025-01-03,"
"2025.01.03,linkedin ads,USD,458,395,29,0,0,2025-01-03,"
"2025/01/04,Google ads,USD,1382,304,26,2,118,2025-01-04,"
"01/02/2025,facebook ads,EUR,690,980,21,0,0,2025-01-02,750.0"
"01/02/2025,instagram,INR,1481,186,21,5,270,2025-01-02,17.843373493975903"
"2025.01.03,facebook ads,EUR,233,314,24,4,160,2025-01-03,253.26086956521738"
"2025/01/04,instagram,INR,2790,707,16,3,150,2025-01-04,33.6144578313253"
"05-jan-2025,instagram,EUR,232,327,24,1,53,2025-01-05,252.17391304347825"
"2025/01/01,facebook ads,USD,1215,565,17,0,0,2025-01-01,"
"2025.01.03,Google ads,INR,2310,978,18,2,100,2025-01-03,27.83132530120482"
"01/02/2025,linkedin ads,EUR,594,853,15,3,174,2025-01-02,645.6521739130435"
"01/02/2025,instagram,INR,1165,226,13,4,212,2025-01-02,14.036144578313253"
"05-jan-2025,linkedin ads,USD,426,882,13,2,82,2025-01-05,"
"2025.01.03,Google ads,USD,2905,833,25,4,196,2025-01-03,"
"01/02/2025,facebook ads,USD,1891,591,16,3,141,2025-01-02,"
"2025.01.03,Google ads,EUR,1169,124,21,3,168,2025-01-03,1270.6521739130435"
"2025/01/01,instagram,EUR,2862,168,14,0,0,2025-01-01,3110.869565217391"
"05-jan-2025,Google ads,EUR,393,228,26,2,86,2025-01-05,427.17391304347825"
"2025/01/04,instagram,INR,2383,481,18,3,126,2025-01-04,28.710843373493976"
"2025/01/01,Google ads,EUR,426,383,20,2,116,2025-01-01,463.04347826086956"
"05-jan-2025,instagram,USD,426,306,23,4,200,2025-01-05,"
"2025/01/04,facebook ads,USD,880,651,24,0,0,2025-01-04,"
"01/02/2025,instagram,USD,1243,404,16,1,43,2025-01-02,"
"2025/01/01,Google ads,USD,1017,413,19,2,90,2025-01-01,"
"2025/01/01,facebook ads,EUR,1273,609,20,0,0,2025-01-01,1383.695652173913"
"2025/01/01,instagram,EUR,1515,462,17,0,0,2025-01-01,1646.7391304347825"
"05-jan-2025,instagram,USD,2564,506,15,4,176,2025-01-05,"
"2025/01/04,facebook ads,INR,941,657,28,4,228,2025-01-04,11.337349397590362"
"2025/01/04,Google ads,INR,1033,126,21,0,0,2025-01-04,12.44578313253012"
"01/02/2025,linkedin ads,USD,1368,546,19,3,144,2025-01-02,"
"2025/01/04,instagram,INR,1376,619,26,5,295,2025-01-04,16.57831325301205"
"2025/01/04,Google ads,USD,2348,301,23,1,55,2025-01-04,"
